Time,Truth,Reconstruction
4.6000000000000005,18.891667363375838,14.76091213548678
4.61,18.407772823933573,15.421389775595813
4.62,17.937810781527602,16.187718928072066
4.63,17.481585625095455,17.01317277009
4.64,17.03894788210657,17.846417979992193
4.65,16.609796653022453,18.633420116992166
4.66,16.194083544784654,19.32007490237422
4.67,15.791818217451935,19.855501451783372
4.68,15.403075693959629,20.195791031804802
4.69,15.028005630843845,20.307868022423012
4.7,14.66684380534626,20.17301535455179
4.71,14.319926140234873,19.789569198964024
4.72,13.987705661133534,19.174314247865116
4.73,13.670772861381387,18.36221745210275
4.74,13.369880035225025,17.404317019571604
4.75,13.085970229173345,16.36381396085344
4.76,12.82021154943214,15.310663767449185
4.7700000000000005,12.574037643327278,14.315197996660077
4.78,12.349195232883558,13.44148150424209
4.79,12.147799601125733,12.741198951026306
4.8,11.972398888733814,12.248844123893651
4.8100000000000005,11.826047910040291,11.978853614920213
4.82,11.712391884802331,11.925095976652626
4.83,11.63575992418267,12.062828138315728
4.84,11.601267194115012,12.352904093273851
4.8500000000000005,11.614923258574823,12.747713860564746
4.86,11.683741989512649,13.198089112854937
4.87,11.815845389886894,13.66027245907911
4.88,12.02054945429518,14.102032200503201
4.89,12.308414539615994,14.507117016000318
4.9,12.691235469837833,14.877469832192162
4.91,13.181937804407148,15.232924540607273
4.92,13.794336841347741,15.608448775348974
4.93,14.542706243395198,16.049321200499488
4.94,15.441096076636,16.604895916295142
4.95,16.502339562548872,17.321772882085718
4.96,17.73669988993965,18.237240532727125
4.97,19.150140589445567,19.373782779567954
4.98,20.74226311708727,20.73526422780042
4.99,22.504048481617435,22.305157927036696
